file,cluster,split
002797.npy,8,train
002798.npy,0,train
002799.npy,6,val
002800.npy,1,train
002801.npy,1,train
002802.npy,12,train
002803.npy,8,train
002804.npy,10,train
002805.npy,7,train
002806.npy,7,train
002807.npy,13,train
002808.npy,11,train
002809.npy,11,train
002810.npy,11,train
002811.npy,15,train
002812.npy,3,train
002813.npy,12,train
002814.npy,8,train
002815.npy,15,train
002816.npy,15,train
002817.npy,3,train
002818.npy,15,train
002819.npy,3,train
002820.npy,13,train
002821.npy,13,train
002822.npy,14,train
002823.npy,8,train
002824.npy,6,val
002825.npy,3,train
002826.npy,5,train
002827.npy,8,train
002828.npy,3,train
002829.npy,1,train
002830.npy,1,train
002831.npy,1,train
002832.npy,7,train
002833.npy,4,val
002834.npy,7,train
002835.npy,19,val
002836.npy,15,train
002837.npy,3,train
002838.npy,11,train
002839.npy,11,train
002840.npy,11,train
002841.npy,1,train
002842.npy,12,train
002843.npy,12,train
002844.npy,14,train
002845.npy,14,train
002846.npy,14,train
002847.npy,14,train
002848.npy,14,train
002849.npy,14,train
002850.npy,14,train
002851.npy,13,train
002852.npy,14,train
002853.npy,3,train
002854.npy,8,train
002855.npy,1,train
002856.npy,3,train
002857.npy,17,train
002858.npy,1,train
002859.npy,15,train
002860.npy,15,train
002861.npy,5,train
002862.npy,14,train
002863.npy,14,train
002864.npy,14,train
002865.npy,15,train
002866.npy,5,train
002867.npy,15,train
002868.npy,13,train
002869.npy,13,train
002870.npy,13,train
002871.npy,15,train
002872.npy,7,train
002873.npy,7,train
002874.npy,5,train
002875.npy,5,train
002876.npy,5,train
002877.npy,13,train
002878.npy,13,train
002879.npy,12,train
002880.npy,13,train
002881.npy,10,train
002882.npy,10,train
002883.npy,13,train
002884.npy,13,train
002885.npy,13,train
002886.npy,12,train
002887.npy,1,train
002888.npy,7,train
002889.npy,8,train
002890.npy,6,val
002891.npy,0,train
002892.npy,1,train
002893.npy,19,val
002894.npy,12,train
002895.npy,3,train
002896.npy,0,train
002897.npy,10,train
002898.npy,3,train
002899.npy,8,train
002900.npy,8,train
002901.npy,1,train
002902.npy,10,train
002903.npy,10,train
002904.npy,8,train
002905.npy,5,train
002906.npy,15,train
002907.npy,13,train
002908.npy,13,train
002909.npy,13,train
002910.npy,3,train
002911.npy,15,train
002912.npy,8,train
002913.npy,8,train
002914.npy,17,train
002915.npy,8,train
002916.npy,5,train
002917.npy,8,train
002918.npy,8,train
002919.npy,1,train
002920.npy,19,val
002921.npy,12,train
002922.npy,14,train
002923.npy,14,train
002924.npy,14,train
002925.npy,14,train
002926.npy,14,train
002927.npy,13,train
002928.npy,12,train
002929.npy,6,val
002930.npy,6,val
002931.npy,7,train
002932.npy,1,train
002933.npy,17,train
002934.npy,5,train
002935.npy,5,train
002936.npy,5,train
002937.npy,15,train
002938.npy,5,train
002939.npy,5,train
002940.npy,14,train
002941.npy,14,train
002942.npy,14,train
002943.npy,1,train
002944.npy,17,train
002945.npy,8,train
002946.npy,13,train
002947.npy,13,train
002948.npy,13,train
002949.npy,5,train
002950.npy,3,train
002951.npy,5,train
002952.npy,4,val
002953.npy,7,train
002954.npy,12,train
002955.npy,1,train
002956.npy,12,train
002957.npy,5,train
002958.npy,11,train
002959.npy,11,train
002960.npy,11,train
002961.npy,4,val
002962.npy,3,train
002963.npy,4,val
002964.npy,10,train
002965.npy,6,val
002966.npy,6,val
002967.npy,8,train
002968.npy,1,train
002969.npy,3,train
002970.npy,12,train
002971.npy,19,val
002972.npy,12,train
002973.npy,7,train
002974.npy,12,train
002975.npy,17,train
002976.npy,8,train
002977.npy,0,train
002978.npy,18,train
002979.npy,6,val
002980.npy,12,train
002981.npy,5,train
002982.npy,3,train
002983.npy,1,train
002984.npy,12,train
002985.npy,5,train
002986.npy,8,train
002987.npy,3,train
002988.npy,1,train
002989.npy,12,train
002990.npy,8,train
002991.npy,12,train
002992.npy,5,train
002993.npy,1,train
002994.npy,14,train
002995.npy,11,train
002996.npy,14,train
002997.npy,18,train
002998.npy,11,train
002999.npy,1,train
003000.npy,3,train
003001.npy,8,train
003002.npy,8,train
003003.npy,11,train
003004.npy,3,train
003005.npy,5,train
003006.npy,8,train
003007.npy,1,train
003008.npy,1,train
003009.npy,5,train
003010.npy,8,train
003011.npy,5,train
003012.npy,14,train
003013.npy,14,train
003014.npy,14,train
003015.npy,8,train
003016.npy,8,train
003017.npy,8,train
003018.npy,11,train
003019.npy,11,train
003020.npy,11,train
003021.npy,5,train
003022.npy,11,train
003023.npy,11,train
003024.npy,1,train
003025.npy,8,train
003026.npy,8,train
003027.npy,17,train
003028.npy,19,val
003029.npy,1,train
003030.npy,7,train
003031.npy,1,train
003032.npy,13,train
003033.npy,4,val
003034.npy,19,val
003035.npy,17,train
003036.npy,3,train
003037.npy,6,val
003038.npy,6,val
003039.npy,15,train
003040.npy,5,train
003041.npy,5,train
003042.npy,14,train
003043.npy,14,train
003044.npy,14,train
003045.npy,5,train
003046.npy,15,train
003047.npy,15,train
003048.npy,17,train
003049.npy,1,train
003050.npy,1,train
003051.npy,17,train
003052.npy,17,train
003053.npy,1,train
003054.npy,3,train
003055.npy,5,train
003056.npy,19,val
003057.npy,12,train
003058.npy,8,train
003059.npy,13,train
003060.npy,14,train
003061.npy,14,train
003062.npy,13,train
003063.npy,5,train
003064.npy,8,train
003065.npy,19,val
003066.npy,6,val
003067.npy,12,train
003068.npy,6,val
003069.npy,3,train
003070.npy,3,train
003071.npy,5,train
003072.npy,13,train
003073.npy,13,train
003074.npy,13,train
003075.npy,8,train
003076.npy,8,train
003077.npy,8,train
003078.npy,16,train
003079.npy,14,train
003080.npy,13,train
003081.npy,11,train
003082.npy,18,train
003083.npy,18,train
003084.npy,6,val
003085.npy,10,train
003086.npy,10,train
003087.npy,17,train
003088.npy,19,val
003089.npy,1,train
003090.npy,1,train
003091.npy,1,train
003092.npy,1,train
003093.npy,8,train
003094.npy,5,train
003095.npy,8,train
003096.npy,5,train
003097.npy,5,train
003098.npy,5,train
003099.npy,1,train
003100.npy,1,train
003101.npy,8,train
003102.npy,5,train
003103.npy,8,train
003104.npy,8,train
003105.npy,17,train
003106.npy,8,train
003107.npy,19,val
003108.npy,14,train
003109.npy,14,train
003110.npy,14,train
003111.npy,17,train
003112.npy,13,train
003113.npy,4,val
003114.npy,5,train
003115.npy,15,train
003116.npy,15,train
003117.npy,7,train
003118.npy,17,train
003119.npy,17,train
003120.npy,7,train
003121.npy,12,train
003122.npy,17,train
003123.npy,6,val
003124.npy,12,train
003125.npy,4,val
003126.npy,8,train
003127.npy,8,train
003128.npy,8,train
003129.npy,12,train
003130.npy,1,train
003131.npy,1,train
003132.npy,6,val
003133.npy,6,val
003134.npy,6,val
003135.npy,1,train
003136.npy,13,train
003137.npy,13,train
003138.npy,13,train
003139.npy,13,train
003140.npy,13,train
003141.npy,7,train
003142.npy,4,val
003143.npy,4,val
003144.npy,12,train
003145.npy,17,train
003146.npy,17,train
003147.npy,10,train
003148.npy,17,train
003149.npy,5,train
003150.npy,8,train
003151.npy,17,train
003152.npy,12,train
003153.npy,14,train
003154.npy,11,train
003155.npy,14,train
003156.npy,1,train
003157.npy,19,val
003158.npy,3,train
003159.npy,1,train
003160.npy,12,train
003161.npy,13,train
003162.npy,18,train
003163.npy,15,train
003164.npy,15,train
003165.npy,17,train
003166.npy,1,train
003167.npy,17,train
003168.npy,2,train
003169.npy,10,train
003170.npy,1,train
003171.npy,8,train
003172.npy,8,train
003173.npy,8,train
003174.npy,12,train
003175.npy,13,train
003176.npy,1,train
003177.npy,12,train
003178.npy,13,train
003179.npy,12,train
003180.npy,19,val
003181.npy,1,train
003182.npy,19,val
003183.npy,11,train
003184.npy,11,train
003185.npy,11,train
003186.npy,19,val
003187.npy,0,train
003188.npy,17,train
003189.npy,3,train
003190.npy,5,train
003191.npy,8,train
003192.npy,8,train
003193.npy,1,train
003194.npy,1,train
003195.npy,5,train
003196.npy,5,train
003197.npy,5,train
003198.npy,17,train
003199.npy,12,train
003200.npy,1,train
003201.npy,13,train
003202.npy,13,train
003203.npy,13,train
003204.npy,12,train
003205.npy,7,train
003206.npy,7,train
003207.npy,5,train
003208.npy,8,train
003209.npy,5,train
003210.npy,11,train
003211.npy,11,train
003212.npy,11,train
003213.npy,1,train
003214.npy,1,train
003215.npy,8,train
003216.npy,4,val
003217.npy,3,train
003218.npy,8,train
003219.npy,6,val
003220.npy,0,train
003221.npy,6,val
003222.npy,17,train
003223.npy,8,train
003224.npy,8,train
003225.npy,6,val
003226.npy,1,train
003227.npy,1,train
003228.npy,11,train
003229.npy,3,train
003230.npy,11,train
003231.npy,5,train
003232.npy,3,train
003233.npy,5,train
003234.npy,19,val
003235.npy,10,train
003236.npy,17,train
003237.npy,1,train
003238.npy,13,train
003239.npy,1,train
003240.npy,13,train
003241.npy,13,train
003242.npy,13,train
003243.npy,11,train
003244.npy,11,train
003245.npy,11,train
003246.npy,8,train
003247.npy,8,train
003248.npy,3,train
003249.npy,13,train
003250.npy,13,train
003251.npy,13,train
003252.npy,11,train
003253.npy,11,train
003254.npy,11,train
003255.npy,14,train
003256.npy,14,train
003257.npy,14,train
003258.npy,6,val
003259.npy,8,train
003260.npy,13,train
003261.npy,19,val
003262.npy,17,train
003263.npy,3,train
003264.npy,17,train
003265.npy,17,train
003266.npy,12,train
003267.npy,17,train
003268.npy,5,train
003269.npy,5,train
003270.npy,8,train
003271.npy,12,train
003272.npy,19,val
003273.npy,8,train
003274.npy,8,train
003275.npy,8,train
003276.npy,8,train
003277.npy,1,train
003278.npy,8,train
003279.npy,3,train
003280.npy,8,train
003281.npy,8,train
003282.npy,14,train
003283.npy,14,train
003284.npy,14,train
003285.npy,1,train
003286.npy,13,train
003287.npy,1,train
003288.npy,12,train
003289.npy,1,train
003290.npy,12,train
003291.npy,6,val
003292.npy,11,train
003293.npy,11,train
003294.npy,9,train
003295.npy,16,train
003296.npy,9,train
003297.npy,17,train
003298.npy,1,train
003299.npy,12,train
003300.npy,11,train
003301.npy,14,train
003302.npy,14,train
003303.npy,1,train
003304.npy,13,train
003305.npy,13,train
003306.npy,8,train
003307.npy,8,train
003308.npy,8,train
003309.npy,11,train
003310.npy,14,train
003311.npy,11,train
003312.npy,8,train
003313.npy,8,train
003314.npy,1,train
003315.npy,8,train
003316.npy,1,train
003317.npy,13,train
003318.npy,5,train
003319.npy,0,train
003320.npy,11,train
003321.npy,11,train
003322.npy,11,train
003323.npy,11,train
003324.npy,5,train
003325.npy,5,train
003326.npy,8,train
003327.npy,11,train
003328.npy,0,train
003329.npy,0,train
003330.npy,13,train
003331.npy,1,train
003332.npy,13,train
003333.npy,11,train
003334.npy,11,train
003335.npy,14,train
003336.npy,8,train
003337.npy,8,train
003338.npy,12,train
003339.npy,11,train
003340.npy,11,train
003341.npy,14,train
003342.npy,8,train
003343.npy,8,train
003344.npy,8,train
003345.npy,2,train
003346.npy,19,val
003347.npy,1,train
003348.npy,8,train
003349.npy,8,train
003350.npy,8,train
003351.npy,1,train
003352.npy,3,train
003353.npy,8,train
003354.npy,8,train
003355.npy,8,train
003356.npy,3,train
003357.npy,13,train
003358.npy,13,train
003359.npy,1,train
003360.npy,15,train
003361.npy,15,train
003362.npy,19,val
003363.npy,14,train
003364.npy,14,train
003365.npy,14,train
003366.npy,3,train
003367.npy,5,train
003368.npy,3,train
003369.npy,7,train
003370.npy,6,val
003371.npy,0,train
003372.npy,14,train
003373.npy,14,train
003374.npy,14,train
003375.npy,14,train
003376.npy,14,train
003377.npy,14,train
003378.npy,13,train
003379.npy,13,train
003380.npy,13,train
003381.npy,8,train
003382.npy,8,train
003383.npy,8,train
003384.npy,11,train
003385.npy,14,train
003386.npy,14,train
003387.npy,3,train
003388.npy,5,train
003389.npy,19,val
003390.npy,8,train
003391.npy,8,train
003392.npy,3,train
003393.npy,8,train
003394.npy,8,train
003395.npy,8,train
003396.npy,13,train
003397.npy,19,val
003398.npy,8,train
003399.npy,0,train
003400.npy,11,train
003401.npy,11,train
003402.npy,1,train
003403.npy,1,train
003404.npy,1,train
003405.npy,1,train
003406.npy,1,train
003407.npy,1,train
003408.npy,12,train
003409.npy,8,train
003410.npy,15,train
003411.npy,11,train
003412.npy,11,train
003413.npy,11,train
003414.npy,15,train
003415.npy,5,train
003416.npy,5,train
003417.npy,1,train
003418.npy,8,train
003419.npy,1,train
003420.npy,14,train
003421.npy,14,train
003422.npy,14,train
003423.npy,14,train
003424.npy,1,train
003425.npy,1,train
003426.npy,1,train
003427.npy,8,train
003428.npy,6,val
003429.npy,1,train
003430.npy,1,train
003431.npy,1,train
003432.npy,13,train
003433.npy,13,train
003434.npy,13,train
003435.npy,12,train
003436.npy,7,train
003437.npy,14,train
003438.npy,19,val
003439.npy,12,train
003440.npy,8,train
003441.npy,1,train
003442.npy,1,train
003443.npy,8,train
003444.npy,14,train
003445.npy,14,train
003446.npy,14,train
003447.npy,18,train
003448.npy,18,train
003449.npy,11,train
003450.npy,14,train
003451.npy,14,train
003452.npy,14,train
003453.npy,11,train
003454.npy,18,train
003455.npy,18,train
003456.npy,5,train
003457.npy,15,train
003458.npy,5,train
003459.npy,1,train
003460.npy,1,train
003461.npy,1,train
003462.npy,13,train
003463.npy,13,train
003464.npy,13,train
003465.npy,10,train
003466.npy,3,train
003467.npy,19,val
003468.npy,5,train
003469.npy,5,train
003470.npy,5,train
003471.npy,18,train
003472.npy,18,train
003473.npy,11,train
003474.npy,8,train
003475.npy,12,train
003476.npy,8,train
003477.npy,8,train
003478.npy,1,train
003479.npy,12,train
003480.npy,14,train
003481.npy,13,train
003482.npy,4,val
003483.npy,11,train
003484.npy,14,train
003485.npy,14,train
003486.npy,8,train
003487.npy,8,train
003488.npy,12,train
003489.npy,13,train
003490.npy,13,train
003491.npy,13,train
003492.npy,1,train
003493.npy,12,train
003494.npy,12,train
003495.npy,14,train
003496.npy,14,train
003497.npy,14,train
003498.npy,13,train
003499.npy,13,train
003500.npy,13,train
003501.npy,6,val
003502.npy,1,train
003503.npy,15,train
003504.npy,6,val
003505.npy,6,val
003506.npy,6,val
003507.npy,8,train
003508.npy,8,train
003509.npy,8,train
003510.npy,8,train
003511.npy,19,val
003512.npy,12,train
003513.npy,12,train
003514.npy,8,train
003515.npy,19,val
003516.npy,12,train
003517.npy,1,train
003518.npy,1,train
003519.npy,11,train
003520.npy,11,train
003521.npy,11,train
003522.npy,1,train
003523.npy,1,train
003524.npy,8,train
003525.npy,3,train
003526.npy,5,train
003527.npy,5,train
003528.npy,0,train
003529.npy,5,train
003530.npy,15,train
003531.npy,14,train
003532.npy,14,train
003533.npy,14,train
003534.npy,18,train
003535.npy,5,train
003536.npy,5,train
003537.npy,11,train
003538.npy,11,train
003539.npy,11,train
003540.npy,5,train
003541.npy,6,val
003542.npy,0,train
003543.npy,8,train
003544.npy,8,train
003545.npy,1,train
003546.npy,14,train
003547.npy,14,train
003548.npy,14,train
003549.npy,1,train
003550.npy,17,train
003551.npy,8,train
003552.npy,2,train
003553.npy,6,val
003554.npy,8,train
003555.npy,12,train
003556.npy,17,train
003557.npy,1,train
003558.npy,1,train
003559.npy,12,train
003560.npy,12,train
003561.npy,3,train
003562.npy,8,train
003563.npy,5,train
003564.npy,8,train
003565.npy,1,train
003566.npy,8,train
003567.npy,1,train
003568.npy,1,train
003569.npy,1,train
003570.npy,5,train
003571.npy,5,train
003572.npy,5,train
003573.npy,1,train
003574.npy,1,train
003575.npy,1,train
003576.npy,8,train
003577.npy,8,train
003578.npy,12,train
003579.npy,8,train
003580.npy,8,train
003581.npy,19,val
003582.npy,17,train
003583.npy,17,train
003584.npy,1,train
003585.npy,13,train
003586.npy,13,train
003587.npy,13,train
003588.npy,11,train
003589.npy,11,train
003590.npy,11,train
003591.npy,16,train
003592.npy,13,train
003593.npy,16,train
003594.npy,5,train
003595.npy,3,train
003596.npy,19,val
003597.npy,0,train
003598.npy,0,train
003599.npy,0,train
003600.npy,12,train
003601.npy,12,train
003602.npy,1,train
003603.npy,8,train
003604.npy,3,train
003605.npy,8,train
003606.npy,17,train
003607.npy,12,train
003608.npy,1,train
003609.npy,9,train
003610.npy,9,train
003611.npy,9,train
003612.npy,1,train
003613.npy,12,train
003614.npy,13,train
003615.npy,12,train
003616.npy,7,train
003617.npy,1,train
003618.npy,14,train
003619.npy,14,train
003620.npy,14,train
003621.npy,12,train
003622.npy,12,train
003623.npy,17,train
003624.npy,18,train
003625.npy,11,train
003626.npy,11,train
003627.npy,8,train
003628.npy,5,train
003629.npy,5,train
003630.npy,8,train
003631.npy,8,train
003632.npy,8,train
003633.npy,14,train
003634.npy,17,train
003635.npy,8,train
003636.npy,11,train
003637.npy,11,train
003638.npy,11,train
003639.npy,1,train
003640.npy,1,train
003641.npy,1,train
003642.npy,11,train
003643.npy,11,train
003644.npy,5,train
003645.npy,5,train
003646.npy,13,train
003647.npy,1,train
003648.npy,5,train
003649.npy,5,train
003650.npy,5,train
003651.npy,8,train
003652.npy,5,train
003653.npy,15,train
003654.npy,13,train
003655.npy,13,train
003656.npy,7,train
003657.npy,11,train
003658.npy,8,train
003659.npy,11,train
003660.npy,8,train
003661.npy,3,train
003662.npy,19,val
003663.npy,5,train
003664.npy,17,train
003665.npy,15,train
003666.npy,13,train
003667.npy,13,train
003668.npy,13,train
003669.npy,1,train
003670.npy,1,train
003671.npy,13,train
003672.npy,17,train
003673.npy,5,train
003674.npy,5,train
003675.npy,5,train
003676.npy,5,train
003677.npy,5,train
003678.npy,8,train
003679.npy,8,train
003680.npy,8,train
003681.npy,14,train
003682.npy,14,train
003683.npy,14,train
003684.npy,8,train
003685.npy,3,train
003686.npy,12,train
003687.npy,11,train
003688.npy,6,val
003689.npy,14,train
003690.npy,8,train
003691.npy,8,train
003692.npy,3,train
003693.npy,17,train
003694.npy,3,train
003695.npy,3,train
003696.npy,14,train
003697.npy,11,train
003698.npy,11,train
003699.npy,12,train
003700.npy,12,train
003701.npy,1,train
003702.npy,11,train
003703.npy,11,train
003704.npy,8,train
003705.npy,1,train
003706.npy,1,train
003707.npy,12,train
003708.npy,1,train
003709.npy,1,train
003710.npy,8,train
003711.npy,1,train
003712.npy,1,train
003713.npy,1,train
003714.npy,13,train
003715.npy,13,train
003716.npy,13,train
003717.npy,16,train
003718.npy,12,train
003719.npy,13,train
003720.npy,5,train
003721.npy,3,train
003722.npy,0,train
003723.npy,18,train
003724.npy,18,train
003725.npy,14,train
003726.npy,5,train
003727.npy,5,train
003728.npy,8,train
003729.npy,8,train
003730.npy,5,train
003731.npy,8,train
003732.npy,1,train
003733.npy,12,train
003734.npy,8,train
003735.npy,13,train
003736.npy,13,train
003737.npy,13,train
003738.npy,0,train
003739.npy,0,train
003740.npy,6,val
003741.npy,3,train
003742.npy,19,val
003743.npy,3,train
003744.npy,14,train
003745.npy,3,train
003746.npy,19,val
003747.npy,8,train
003748.npy,12,train
003749.npy,15,train
003750.npy,1,train
003751.npy,1,train
003752.npy,1,train
003753.npy,5,train
003754.npy,13,train
003755.npy,3,train
003756.npy,13,train
003757.npy,13,train
003758.npy,13,train
003759.npy,8,train
003760.npy,8,train
003761.npy,8,train
003762.npy,17,train
003763.npy,12,train
003764.npy,12,train
003765.npy,8,train
003766.npy,0,train
003767.npy,0,train
003768.npy,15,train
003769.npy,3,train
003770.npy,8,train
003771.npy,7,train
003772.npy,0,train
003773.npy,6,val
003774.npy,8,train
003775.npy,3,train
003776.npy,19,val
003777.npy,5,train
003778.npy,5,train
003779.npy,5,train
003780.npy,1,train
003781.npy,19,val
003782.npy,10,train
003783.npy,8,train
003784.npy,8,train
003785.npy,8,train
003786.npy,8,train
003787.npy,17,train
003788.npy,12,train
003789.npy,19,val
003790.npy,13,train
003791.npy,5,train
003792.npy,5,train
003793.npy,12,train
003794.npy,8,train
003795.npy,14,train
003796.npy,13,train
003797.npy,14,train
003798.npy,19,val
003799.npy,8,train
003800.npy,8,train
003801.npy,8,train
003802.npy,8,train
003803.npy,3,train
003804.npy,8,train
003805.npy,8,train
003806.npy,17,train
003807.npy,13,train
003808.npy,13,train
003809.npy,13,train
003810.npy,6,val
003811.npy,0,train
003812.npy,10,train
003813.npy,11,train
003814.npy,18,train
003815.npy,11,train
003816.npy,1,train
003817.npy,1,train
003818.npy,14,train
003819.npy,12,train
003820.npy,1,train
003821.npy,8,train
003822.npy,8,train
003823.npy,8,train
003824.npy,8,train
003825.npy,11,train
003826.npy,11,train
003827.npy,11,train
003828.npy,8,train
003829.npy,13,train
003830.npy,1,train
003831.npy,8,train
003832.npy,17,train
003833.npy,11,train
003834.npy,8,train
003835.npy,8,train
003836.npy,8,train
003837.npy,10,train
003838.npy,4,val
003839.npy,17,train
003840.npy,17,train
003841.npy,1,train
003842.npy,8,train
003843.npy,18,train
003844.npy,18,train
003845.npy,11,train
003846.npy,14,train
003847.npy,14,train
003848.npy,14,train
003849.npy,17,train
003850.npy,13,train
003851.npy,8,train
003852.npy,17,train
003853.npy,8,train
003854.npy,8,train
003855.npy,11,train
003856.npy,18,train
003857.npy,19,val
003858.npy,6,val
003859.npy,0,train
003860.npy,8,train
003861.npy,11,train
003862.npy,14,train
003863.npy,11,train
003864.npy,8,train
003865.npy,8,train
003866.npy,8,train
003867.npy,14,train
003868.npy,14,train
003869.npy,14,train
003870.npy,8,train
003871.npy,14,train
003872.npy,8,train
003873.npy,0,train
003874.npy,8,train
003875.npy,8,train
003876.npy,12,train
003877.npy,2,train
003878.npy,2,train
003879.npy,0,train
003880.npy,5,train
003881.npy,17,train
003882.npy,1,train
003883.npy,17,train
003884.npy,13,train
003885.npy,14,train
003886.npy,14,train
003887.npy,14,train
003888.npy,5,train
003889.npy,5,train
003890.npy,8,train
003891.npy,14,train
003892.npy,14,train
003893.npy,11,train
003894.npy,18,train
003895.npy,18,train
003896.npy,14,train
003897.npy,0,train
003898.npy,10,train
003899.npy,6,val
003900.npy,14,train
003901.npy,14,train
003902.npy,14,train
003903.npy,19,val
003904.npy,12,train
003905.npy,1,train
003906.npy,1,train
003907.npy,12,train
003908.npy,1,train
003909.npy,13,train
003910.npy,16,train
003911.npy,17,train
003912.npy,14,train
003913.npy,11,train
003914.npy,11,train
003915.npy,16,train
003916.npy,14,train
003917.npy,6,val
003918.npy,1,train
003919.npy,1,train
003920.npy,1,train
003921.npy,13,train
003922.npy,12,train
003923.npy,16,train
003924.npy,8,train
003925.npy,3,train
003926.npy,1,train
003927.npy,8,train
003928.npy,12,train
003929.npy,3,train
003930.npy,13,train
003931.npy,14,train
003932.npy,13,train
003933.npy,13,train
003934.npy,1,train
003935.npy,13,train
003936.npy,19,val
003937.npy,19,val
003938.npy,8,train
003939.npy,8,train
003940.npy,19,val
003941.npy,8,train
003942.npy,18,train
003943.npy,11,train
003944.npy,15,train
003945.npy,1,train
003946.npy,1,train
003947.npy,1,train
003948.npy,1,train
003949.npy,5,train
003950.npy,6,val
003951.npy,8,train
003952.npy,12,train
003953.npy,3,train
003954.npy,15,train
003955.npy,5,train
003956.npy,5,train
003957.npy,15,train
003958.npy,15,train
003959.npy,15,train
003960.npy,12,train
003961.npy,1,train
003962.npy,15,train
003963.npy,1,train
003964.npy,8,train
003965.npy,8,train
003966.npy,14,train
003967.npy,14,train
003968.npy,13,train
003969.npy,8,train
003970.npy,8,train
003971.npy,3,train
003972.npy,6,val
003973.npy,14,train
003974.npy,14,train
003975.npy,8,train
003976.npy,1,train
003977.npy,4,val
003978.npy,8,train
003979.npy,18,train
003980.npy,5,train
003981.npy,5,train
003982.npy,18,train
003983.npy,5,train
003984.npy,3,train
003985.npy,8,train
003986.npy,8,train
003987.npy,1,train
003988.npy,14,train
003989.npy,1,train
003990.npy,1,train
003991.npy,1,train
003992.npy,19,val
003993.npy,12,train
003994.npy,13,train
003995.npy,1,train
003996.npy,12,train
003997.npy,13,train
003998.npy,1,train
003999.npy,12,train
004000.npy,1,train
004001.npy,3,train
004002.npy,11,train
004003.npy,14,train
004004.npy,14,train
004005.npy,19,val
004006.npy,5,train
004007.npy,8,train
004008.npy,3,train
004009.npy,3,train
004010.npy,1,train
004011.npy,14,train
004012.npy,14,train
004013.npy,14,train
004014.npy,11,train
004015.npy,14,train
004016.npy,11,train
004017.npy,1,train
004018.npy,1,train
004019.npy,1,train
004020.npy,0,train
004021.npy,19,val
004022.npy,8,train
004023.npy,12,train
004024.npy,1,train
004025.npy,8,train
004026.npy,1,train
004027.npy,1,train
004028.npy,1,train
004029.npy,13,train
004030.npy,14,train
004031.npy,14,train
004032.npy,13,train
004033.npy,13,train
004034.npy,13,train
004035.npy,8,train
004036.npy,12,train
004037.npy,8,train
004038.npy,6,val
004039.npy,1,train
004040.npy,12,train
004041.npy,1,train
004042.npy,10,train
004043.npy,10,train
004044.npy,1,train
004045.npy,19,val
004046.npy,1,train
004047.npy,13,train
004048.npy,13,train
004049.npy,13,train
004050.npy,19,val
004051.npy,5,train
004052.npy,12,train
004053.npy,1,train
004054.npy,12,train
004055.npy,8,train
004056.npy,15,train
004057.npy,8,train
004058.npy,15,train
004059.npy,8,train
004060.npy,5,train
004061.npy,5,train
004062.npy,1,train
004063.npy,19,val
004064.npy,1,train
004065.npy,8,train
004066.npy,0,train
004067.npy,0,train
004068.npy,14,train
004069.npy,14,train
004070.npy,1,train
004071.npy,8,train
004072.npy,8,train
004073.npy,8,train
004074.npy,14,train
004075.npy,17,train
004076.npy,13,train
004077.npy,19,val
004078.npy,1,train
004079.npy,17,train
004080.npy,15,train
004081.npy,3,train
004082.npy,19,val
004083.npy,12,train
004084.npy,1,train
004085.npy,1,train
004086.npy,5,train
004087.npy,5,train
004088.npy,5,train
004089.npy,5,train
004090.npy,8,train
004091.npy,8,train
004092.npy,14,train
004093.npy,12,train
004094.npy,14,train
004095.npy,3,train
004096.npy,5,train
004097.npy,5,train
004098.npy,3,train
004099.npy,3,train
004100.npy,5,train
004101.npy,8,train
004102.npy,8,train
004103.npy,1,train
004104.npy,18,train
004105.npy,14,train
004106.npy,18,train
004107.npy,8,train
004108.npy,8,train
004109.npy,1,train
004110.npy,8,train
004111.npy,8,train
004112.npy,8,train
004113.npy,5,train
004114.npy,15,train
004115.npy,8,train
004116.npy,5,train
004117.npy,5,train
004118.npy,5,train
004119.npy,1,train
004120.npy,13,train
004121.npy,12,train
004122.npy,6,val
004123.npy,6,val
004124.npy,6,val
004125.npy,8,train
004126.npy,5,train
004127.npy,5,train
004128.npy,7,train
004129.npy,7,train
004130.npy,7,train
004131.npy,5,train
004132.npy,13,train
004133.npy,8,train
004134.npy,14,train
004135.npy,13,train
004136.npy,14,train
004137.npy,17,train
004138.npy,11,train
004139.npy,1,train
004140.npy,11,train
004141.npy,10,train
004142.npy,11,train
004143.npy,1,train
004144.npy,1,train
004145.npy,13,train
004146.npy,14,train
004147.npy,14,train
004148.npy,14,train
004149.npy,14,train
004150.npy,14,train
004151.npy,14,train
004152.npy,1,train
004153.npy,12,train
004154.npy,13,train
004155.npy,8,train
004156.npy,8,train
004157.npy,8,train
004158.npy,1,train
004159.npy,1,train
004160.npy,1,train
004161.npy,11,train
004162.npy,11,train
004163.npy,15,train
004164.npy,19,val
004165.npy,6,val
004166.npy,6,val
004167.npy,8,train
004168.npy,8,train
004169.npy,8,train
004170.npy,3,train
004171.npy,1,train
004172.npy,8,train
004173.npy,13,train
004174.npy,12,train
004175.npy,13,train
004176.npy,17,train
004177.npy,8,train
004178.npy,8,train
004179.npy,13,train
004180.npy,13,train
004181.npy,12,train
004182.npy,1,train
004183.npy,14,train
004184.npy,8,train
004185.npy,1,train
004186.npy,8,train
004187.npy,1,train
004188.npy,1,train
004189.npy,1,train
004190.npy,1,train
004191.npy,11,train
004192.npy,11,train
004193.npy,11,train
004194.npy,11,train
004195.npy,8,train
